#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662925925380306688,-0.186637,-2.44762,1.55068,0.671946,-0.685896,-0.151831,0.234485,-0.391687,0.168311,0.148618,-0.000953968,0.00112888,-0.002604,0.11217,0.0943169,-0.0359434
1662925925390306816,-0.190551,-2.44595,1.55214,0.671904,-0.686739,-0.151245,0.232506,-0.390579,0.166195,0.142402,-0.000953676,0.00112894,-0.00260407,0.112126,0.0942348,-0.0356447
1662925925400306688,-0.194438,-2.4443,1.55353,0.672044,-0.687415,-0.150673,0.230466,-0.387853,0.164032,0.136339,-0.000953389,0.00112901,-0.00260414,0.11208,0.0941519,-0.03534
1662925925410306816,-0.198317,-2.44267,1.55485,0.67225,-0.68799,-0.150068,0.228537,-0.387379,0.162816,0.128735,-0.000953107,0.00112907,-0.00260422,0.112033,0.0940687,-0.0350296
1662925925420306688,-0.202184,-2.44103,1.55612,0.672407,-0.688605,-0.149496,0.22659,-0.386812,0.163252,0.124833,-0.000952829,0.00112913,-0.0026043,0.111983,0.0939852,-0.0347142
1662925925430306560,-0.206062,-2.43942,1.55734,0.672454,-0.689357,-0.148748,0.224646,-0.388719,0.160143,0.119356,-0.000952555,0.00112919,-0.00260437,0.111933,0.0939017,-0.0343942
1662925925440306688,-0.209937,-2.43784,1.55851,0.6724,-0.690183,-0.148152,0.22266,-0.385529,0.154777,0.114268,-0.000952288,0.00112924,-0.00260446,0.111883,0.0938184,-0.0340703
1662925925450306560,-0.21377,-2.43634,1.55962,0.672349,-0.690994,-0.147508,0.220717,-0.381247,0.144982,0.108115,-0.000952026,0.00112929,-0.00260454,0.111832,0.0937354,-0.0337435
1662925925460306688,-0.217564,-2.43495,1.56067,0.672428,-0.691675,-0.146805,0.218803,-0.377425,0.132348,0.100178,-0.000951771,0.00112934,-0.00260463,0.111781,0.093653,-0.0334147
1662925925470306560,-0.221303,-2.43369,1.56164,0.672765,-0.692106,-0.146109,0.216863,-0.370862,0.120705,0.0940429,-0.000951522,0.00112939,-0.00260471,0.111729,0.0935712,-0.0330844
1662925925480306688,-0.225013,-2.43253,1.56255,0.673437,-0.692244,-0.145178,0.214953,-0.372144,0.111822,0.0886681,-0.000951281,0.00112944,-0.0026048,0.111677,0.0934903,-0.0327531
1662925925490306560,-0.228744,-2.43143,1.56341,0.674311,-0.692232,-0.144165,0.212923,-0.373499,0.108629,0.0834247,-0.000951045,0.00112948,-0.0026049,0.111622,0.0934103,-0.0324214
1662925925500306688,-0.232472,-2.43035,1.56422,0.675013,-0.692347,-0.143277,0.210915,-0.372265,0.10801,0.0786688,-0.000950817,0.00112952,-0.00260499,0.111566,0.0933313,-0.03209
1662925925510306560,-0.236196,-2.42927,1.56498,0.675483,-0.692633,-0.142383,0.209068,-0.37265,0.106241,0.0734633,-0.000950596,0.00112955,-0.00260509,0.111508,0.0932536,-0.0317597
1662925925520306688,-0.23992,-2.42823,1.56569,0.675912,-0.692981,-0.14143,0.207167,-0.371948,0.102437,0.0672897,-0.000950382,0.00112958,-0.00260519,0.111448,0.0931772,-0.0314313
1662925925530306560,-0.243634,-2.42723,1.56632,0.676406,-0.693291,-0.140406,0.205202,-0.37068,0.0974108,0.0594256,-0.000950175,0.00112961,-0.0026053,0.111385,0.0931025,-0.0311053
1662925925540306688,-0.247336,-2.42627,1.56688,0.676954,-0.693528,-0.13939,0.203279,-0.37087,0.0937208,0.0525652,-0.000949972,0.00112963,-0.0026054,0.111318,0.0930298,-0.0307821
1662925925550306560,-0.251061,-2.42535,1.56737,0.677564,-0.693765,-0.13817,0.20126,-0.37393,0.090078,0.0446128,-0.000949774,0.00112965,-0.00260551,0.111248,0.0929592,-0.0304617
1662925925560306432,-0.2548,-2.42447,1.56778,0.678111,-0.69409,-0.13696,0.199114,-0.373486,0.08669,0.0377871,-0.000949579,0.00112967,-0.00260562,0.111174,0.092891,-0.0301437
1662925925570306560,-0.258528,-2.42362,1.56813,0.678556,-0.694485,-0.13575,0.197039,-0.372352,0.0817847,0.0315922,-0.000949388,0.00112969,-0.00260574,0.111096,0.0928255,-0.0298278
1662925925580306432,-0.262243,-2.42283,1.56842,0.679021,-0.694848,-0.134506,0.195,-0.370746,0.0766623,0.0268451,-0.000949201,0.0011297,-0.00260586,0.111013,0.092763,-0.0295139
1662925925590306560,-0.265946,-2.42208,1.56867,0.679601,-0.695131,-0.133142,0.192898,-0.370399,0.0720162,0.0222077,-0.000949018,0.0011297,-0.00260598,0.110925,0.092704,-0.0292019
1662925925600306432,-0.269654,-2.42138,1.56886,0.680221,-0.69538,-0.131705,0.190789,-0.371491,0.068175,0.0171925,-0.000948838,0.00112971,-0.00260611,0.110833,0.0926485,-0.0288916
1662925925610306560,-0.273371,-2.42072,1.56901,0.680764,-0.695674,-0.130306,0.188729,-0.371833,0.0648032,0.0118003,-0.000948663,0.00112971,-0.00260624,0.110735,0.0925965,-0.0285829
1662925925620306432,-0.27709,-2.42009,1.5691,0.681216,-0.696021,-0.128915,0.186762,-0.372191,0.0601117,0.00579126,-0.000948491,0.0011297,-0.00260638,0.110634,0.0925481,-0.0282758
1662925925630306560,-0.280809,-2.41952,1.56912,0.681662,-0.696344,-0.127533,0.184871,-0.37133,0.0548855,-0.000996744,-0.000948323,0.0011297,-0.00260652,0.110527,0.0925032,-0.0279706
1662925925640306432,-0.284512,-2.41899,1.56908,0.682157,-0.696602,-0.126118,0.183034,-0.369442,0.0500184,-0.00746471,-0.00094816,0.00112969,-0.00260666,0.110417,0.0924617,-0.0276674
1662925925650306560,-0.288197,-2.41851,1.56898,0.682658,-0.696861,-0.124593,0.181216,-0.367815,0.0447315,-0.0138688,-0.000948001,0.00112967,-0.00260681,0.110302,0.0924235,-0.0273667
1662925925660306432,-0.29187,-2.4181,1.56881,0.683148,-0.697152,-0.122945,0.179369,-0.366971,0.037973,-0.0197063,-0.000947847,0.00112965,-0.00260697,0.110182,0.0923881,-0.0270685
1662925925670306560,-0.295539,-2.41776,1.56858,0.683696,-0.697412,-0.121169,0.177466,-0.367175,0.0300772,-0.0247236,-0.000947698,0.00112963,-0.00260713,0.110059,0.0923546,-0.0267731
1662925925680306432,-0.299214,-2.41749,1.56832,0.684383,-0.697551,-0.119315,0.175521,-0.368083,0.0237262,-0.0284516,-0.000947554,0.0011296,-0.0026073,0.109933,0.0923225,-0.0264808
1662925925690306304,-0.302903,-2.41727,1.56802,0.685175,-0.697588,-0.117381,0.173577,-0.369598,0.0203837,-0.031732,-0.000947416,0.00112957,-0.00260747,0.109803,0.0922908,-0.0261919
1662925925700306432,-0.306602,-2.41707,1.56768,0.685943,-0.697634,-0.115412,0.171663,-0.369995,0.019524,-0.0347462,-0.000947283,0.00112954,-0.00260765,0.10967,0.0922591,-0.0259068
1662925925710306304,-0.310293,-2.41688,1.56732,0.686587,-0.697772,-0.113445,0.16983,-0.367711,0.0189436,-0.0378747,-0.000947156,0.0011295,-0.00260784,0.109534,0.092227,-0.0256258
1662925925720306432,-0.313952,-2.41669,1.56693,0.68712,-0.697983,-0.111457,0.168116,-0.364255,0.0176345,-0.0409431,-0.000947034,0.00112947,-0.00260803,0.109395,0.0921938,-0.0253487
1662925925730306304,-0.317581,-2.41652,1.5665,0.687626,-0.698204,-0.109378,0.166488,-0.361611,0.0157693,-0.0451907,-0.000946918,0.00112943,-0.00260822,0.109254,0.092159,-0.0250755
1662925925740306432,-0.321178,-2.41638,1.56602,0.688124,-0.698453,-0.107181,0.164806,-0.357515,0.0130587,-0.0504355,-0.000946806,0.00112938,-0.00260843,0.109111,0.092122,-0.0248061
1662925925750306304,-0.324728,-2.41627,1.56548,0.68859,-0.698743,-0.104851,0.163117,-0.352578,0.00891106,-0.0561134,-0.000946699,0.00112934,-0.00260864,0.108966,0.0920826,-0.0245401
1662925925760306432,-0.328238,-2.4162,1.56489,0.68911,-0.698958,-0.10243,0.161532,-0.349883,0.00550544,-0.0617533,-0.000946596,0.0011293,-0.00260886,0.108819,0.0920404,-0.0242767
1662925925770306304,-0.331732,-2.41615,1.56425,0.689727,-0.699073,-0.0999259,0.159963,-0.349094,0.00537007,-0.0671116,-0.000946497,0.00112926,-0.00260908,0.108672,0.0919952,-0.0240151
1662925925780306432,-0.335224,-2.41608,1.56355,0.690365,-0.699175,-0.0973089,0.158372,-0.349614,0.00885348,-0.0716226,-0.000946403,0.00112922,-0.00260931,0.108524,0.0919465,-0.0237545
1662925925790306304,-0.338731,-2.41596,1.56282,0.690849,-0.699413,-0.0946137,0.156838,-0.351745,0.0138914,-0.075301,-0.000946315,0.00112917,-0.00260955,0.108376,0.0918941,-0.0234944
1662925925800306432,-0.342259,-2.4158,1.56205,0.69113,-0.699823,-0.0919316,0.155361,-0.354015,0.0192271,-0.0779778,-0.000946232,0.00112913,-0.00260979,0.108228,0.091838,-0.0232339
1662925925810306304,-0.345812,-2.41558,1.56126,0.6913,-0.700323,-0.0892376,0.153912,-0.356473,0.025042,-0.0799791,-0.000946154,0.0011291,-0.00261004,0.10808,0.0917782,-0.0229724
1662925925820306176,-0.349386,-2.41529,1.56045,0.691398,-0.700885,-0.0865219,0.152456,-0.358284,0.0328067,-0.0819352,-0.000946081,0.00112906,-0.0026103,0.107933,0.0917147,-0.0227093
1662925925830306304,-0.352975,-2.41492,1.55962,0.691323,-0.701601,-0.0838047,0.151014,-0.359515,0.0419209,-0.0835514,-0.000946014,0.00112903,-0.00261056,0.107785,0.0916474,-0.022444
1662925925840306176,-0.356581,-2.41446,1.55878,0.690977,-0.702574,-0.0810185,0.149587,-0.361796,0.0500503,-0.0852233,-0.000945953,0.00112899,-0.00261083,0.107639,0.0915764,-0.0221759
1662925925850306304,-0.360211,-2.41393,1.55791,0.690368,-0.703795,-0.0782146,0.148147,-0.364226,0.0547774,-0.086944,-0.000945898,0.00112897,-0.00261111,0.107493,0.091502,-0.0219048
1662925925860306176,-0.363865,-2.41338,1.55703,0.689573,-0.705178,-0.0754402,0.146707,-0.366638,0.0558086,-0.0893482,-0.000945849,0.00112895,-0.00261139,0.107347,0.0914252,-0.0216308
1662925925870306304,-0.367546,-2.41283,1.55612,0.68865,-0.706654,-0.072736,0.145295,-0.369582,0.0535921,-0.0927312,-0.000945806,0.00112893,-0.00261168,0.107201,0.0913468,-0.0213543
1662925925880306176,-0.371253,-2.41232,1.55517,0.687691,-0.708148,-0.070091,0.143856,-0.371734,0.0479225,-0.0971208,-0.000945771,0.00112892,-0.00261197,0.107054,0.0912679,-0.021076
1662925925890306304,-0.374979,-2.41188,1.55418,0.686805,-0.709567,-0.0674502,0.142351,-0.373517,0.040169,-0.102359,-0.000945742,0.00112891,-0.00261227,0.106906,0.0911895,-0.0207965
1662925925900306176,-0.378721,-2.41151,1.55313,0.686064,-0.710829,-0.0648677,0.140822,-0.374937,0.0327056,-0.107851,-0.000945719,0.0011289,-0.00261257,0.106757,0.091112,-0.0205164
1662925925910306304,-0.382475,-2.41121,1.55202,0.685469,-0.711929,-0.0623629,0.139283,-0.375948,0.027557,-0.113157,-0.000945703,0.0011289,-0.00261287,0.106605,0.0910359,-0.0202361
1662925925920306176,-0.386237,-2.41095,1.55087,0.68496,-0.71293,-0.0599163,0.137733,-0.376595,0.0255226,-0.118192,-0.000945692,0.00112891,-0.00261318,0.106451,0.0909615,-0.0199565
1662925925930306304,-0.390002,-2.41069,1.54966,0.684466,-0.713907,-0.0574774,0.13616,-0.376191,0.0263734,-0.122352,-0.000945687,0.00112891,-0.00261349,0.106292,0.090889,-0.0196781
1662925925940306176,-0.393754,-2.41041,1.54842,0.683919,-0.714916,-0.0550818,0.134596,-0.374147,0.0291058,-0.126043,-0.000945686,0.00112892,-0.00261381,0.106129,0.0908187,-0.0194018
1662925925950306304,-0.397476,-2.4101,1.54714,0.683266,-0.716001,-0.0527042,0.133085,-0.370163,0.0326913,-0.129896,-0.00094569,0.00112893,-0.00261413,0.105962,0.0907507,-0.019128
1662925925960306176,-0.401147,-2.40976,1.54583,0.682482,-0.717186,-0.05035,0.131633,-0.363919,0.0360436,-0.133284,-0.000945697,0.00112895,-0.00261446,0.10579,0.0906853,-0.018857
1662925925970306048,-0.404753,-2.40938,1.54448,0.681604,-0.718442,-0.0479159,0.130233,-0.357412,0.0383852,-0.136592,-0.000945708,0.00112897,-0.00261479,0.105615,0.0906224,-0.0185894
1662925925980306176,-0.408293,-2.40899,1.54309,0.68067,-0.719721,-0.0454734,0.128927,-0.350538,0.0399284,-0.140393,-0.000945721,0.00112899,-0.00261513,0.105437,0.090562,-0.0183255
1662925925990306048,-0.411763,-2.40858,1.54167,0.679688,-0.721005,-0.043073,0.127754,-0.343677,0.0414764,-0.144434,-0.000945738,0.00112902,-0.00261547,0.105256,0.090504,-0.0180657
1662925926000306176,-0.41517,-2.40816,1.5402,0.678667,-0.722297,-0.0406573,0.126668,-0.337889,0.0423759,-0.148761,-0.000945757,0.00112905,-0.00261582,0.105072,0.0904486,-0.0178104
1662925926010306048,-0.418523,-2.40774,1.5387,0.677625,-0.723603,-0.0381698,0.125563,-0.332945,0.0408147,-0.153123,-0.000945778,0.00112908,-0.00261617,0.104886,0.0903958,-0.0175595
1662925926020306176,-0.421831,-2.40735,1.53714,0.676633,-0.724846,-0.0356878,0.124471,-0.328656,0.0368943,-0.157544,-0.000945802,0.00112912,-0.00261652,0.104699,0.0903461,-0.0173126
1662925926030306048,-0.425094,-2.407,1.53554,0.675798,-0.725914,-0.0333226,0.123433,-0.323743,0.0327009,-0.162242,-0.000945828,0.00112916,-0.00261687,0.10451,0.0902997,-0.0170696
1662925926040306176,-0.428298,-2.40669,1.5339,0.675148,-0.726799,-0.0310261,0.122375,-0.316778,0.0300458,-0.166668,-0.000945857,0.00112921,-0.00261723,0.104321,0.0902567,-0.0168304
1662925926050306048,-0.431429,-2.40639,1.53222,0.674652,-0.72754,-0.0286761,0.121279,-0.309422,0.0295873,-0.169687,-0.000945889,0.00112925,-0.0026176,0.104132,0.0902172,-0.0165947
1662925926060306176,-0.434488,-2.40609,1.53051,0.674226,-0.728192,-0.0263744,0.120247,-0.302117,0.0323246,-0.171304,-0.000945924,0.0011293,-0.00261796,0.103944,0.090181,-0.0163619
1662925926070306048,-0.437466,-2.40573,1.5288,0.673825,-0.728787,-0.0242549,0.119338,-0.293207,0.0396332,-0.17187,-0.000945961,0.00112935,-0.00261833,0.103757,0.0901476,-0.016131
1662925926080306176,-0.44035,-2.40528,1.52708,0.673392,-0.729399,-0.0221513,0.118446,-0.283425,0.0505852,-0.171236,-0.000946,0.00112941,-0.0026187,0.103573,0.0901168,-0.0159008
1662925926090306048,-0.44314,-2.40471,1.52538,0.672844,-0.730116,-0.0199888,0.117526,-0.274605,0.0636012,-0.169609,-0.00094604,0.00112947,-0.00261908,0.103393,0.0900883,-0.0156701
1662925926100305920,-0.44585,-2.40401,1.52369,0.672121,-0.73098,-0.0178499,0.116634,-0.26731,0.076888,-0.167935,-0.000946083,0.00112953,-0.00261946,0.103216,0.0900618,-0.0154379
1662925926110306048,-0.448488,-2.40318,1.52202,0.671232,-0.73197,-0.0158723,0.115828,-0.260189,0.0901967,-0.167278,-0.000946129,0.00112959,-0.00261984,0.103045,0.0900366,-0.0152033
1662925926120305920,-0.451056,-2.40221,1.52034,0.670194,-0.733079,-0.0140149,0.115063,-0.253033,0.102459,-0.16821,-0.000946176,0.00112965,-0.00262023,0.10288,0.0900125,-0.0149653
1662925926130306048,-0.453549,-2.40114,1.51865,0.66903,-0.734294,-0.0122149,0.114286,-0.245227,0.112683,-0.170183,-0.000946227,0.00112972,-0.00262061,0.102721,0.089989,-0.014723
1662925926140305920,-0.455966,-2.39997,1.51694,0.667798,-0.735567,-0.0104581,0.113483,-0.238389,0.120752,-0.171966,-0.00094628,0.00112979,-0.002621,0.102569,0.0899657,-0.0144755
1662925926150306048,-0.45833,-2.39873,1.51521,0.666565,-0.73684,-0.00870482,0.112615,-0.234476,0.12724,-0.173224,-0.000946337,0.00112986,-0.00262139,0.102425,0.089942,-0.0142222
1662925926160305920,-0.460663,-2.39743,1.51347,0.665354,-0.738098,-0.0070236,0.111648,-0.231888,0.132377,-0.174477,-0.000946399,0.00112994,-0.00262179,0.102288,0.0899177,-0.0139631
1662925926170306048,-0.462971,-2.39609,1.51172,0.664152,-0.739355,-0.00544344,0.110575,-0.229664,0.135726,-0.17567,-0.000946464,0.00113001,-0.00262218,0.102157,0.089893,-0.0136982
1662925926180305920,-0.465259,-2.39473,1.50996,0.662958,-0.740612,-0.00390698,0.109389,-0.22769,0.136414,-0.176378,-0.000946534,0.00113009,-0.00262257,0.102033,0.0898681,-0.0134273
1662925926190306048,-0.46753,-2.39337,1.5082,0.661886,-0.741772,-0.00237583,0.108054,-0.22653,0.135031,-0.1771,-0.000946608,0.00113017,-0.00262297,0.101913,0.089843,-0.0131504
1662925926200305920,-0.469788,-2.39203,1.50642,0.660989,-0.742776,-0.000946858,0.106662,-0.224666,0.134435,-0.177967,-0.000946688,0.00113025,-0.00262336,0.101799,0.0898178,-0.0128681
1662925926210306048,-0.472018,-2.39068,1.50464,0.66019,-0.743682,0.000349233,0.105288,-0.221101,0.136005,-0.178986,-0.000946774,0.00113033,-0.00262376,0.101688,0.0897927,-0.0125809
1662925926220305920,-0.474212,-2.3893,1.50284,0.659384,-0.74458,0.00159112,0.103981,-0.217512,0.13946,-0.17993,-0.000946866,0.00113041,-0.00262416,0.10158,0.089768,-0.0122892
1662925926230305792,-0.476369,-2.38789,1.50104,0.65855,-0.745493,0.00282006,0.102688,-0.213699,0.144023,-0.180297,-0.000946963,0.0011305,-0.00262456,0.101476,0.0897438,-0.0119932
1662925926240305920,-0.478486,-2.38642,1.49924,0.657717,-0.746402,0.00406643,0.10137,-0.209662,0.149412,-0.180841,-0.000947065,0.00113058,-0.00262496,0.101375,0.0897203,-0.0116933
1662925926250305792,-0.480563,-2.3849,1.49742,0.656847,-0.747333,0.00530434,0.100087,-0.205775,0.155482,-0.181588,-0.000947174,0.00113066,-0.00262536,0.101276,0.0896974,-0.0113901
1662925926260305920,-0.482604,-2.38332,1.4956,0.655893,-0.74833,0.00658259,0.0988059,-0.202373,0.160352,-0.182693,-0.00094729,0.00113075,-0.00262576,0.101179,0.0896753,-0.0110841
1662925926270305792,-0.484615,-2.3817,1.49377,0.654908,-0.749349,0.00789594,0.0975127,-0.199691,0.163394,-0.184296,-0.000947412,0.00113084,-0.00262617,0.101086,0.0896542,-0.0107758
1662925926280305920,-0.4866,-2.38005,1.49192,0.65399,-0.750299,0.0091621,0.0962539,-0.197428,0.165902,-0.185953,-0.000947541,0.00113092,-0.00262657,0.100995,0.0896344,-0.0104656
1662925926290305792,-0.488566,-2.37838,1.49005,0.653179,-0.751149,0.0104021,0.0949967,-0.195635,0.169687,-0.187774,-0.000947676,0.00113101,-0.00262698,0.100907,0.0896162,-0.0101539
1662925926300305920,-0.490513,-2.37666,1.48816,0.652438,-0.751934,0.0116507,0.0937228,-0.193587,0.174841,-0.189234,-0.000947817,0.00113109,-0.00262738,0.100821,0.0895997,-0.00984099
1662925926310305792,-0.492438,-2.37488,1.48627,0.651704,-0.752704,0.0128723,0.0924806,-0.191246,0.181502,-0.190057,-0.000947964,0.00113118,-0.00262779,0.100738,0.0895848,-0.00952646
1662925926320305920,-0.494339,-2.37302,1.48437,0.650931,-0.753495,0.0140568,0.0913036,-0.18907,0.189354,-0.189986,-0.000948117,0.00113126,-0.0026282,0.100658,0.0895717,-0.00920979
1662925926330305792,-0.49622,-2.37109,1.48247,0.650104,-0.754331,0.015296,0.0900892,-0.186868,0.196694,-0.189519,-0.000948276,0.00113134,-0.00262861,0.10058,0.0895603,-0.00889046
1662925926340305920,-0.498076,-2.3691,1.48058,0.649247,-0.755189,0.0165699,0.0888461,-0.184411,0.202589,-0.18873,-0.000948442,0.00113143,-0.00262902,0.100505,0.0895507,-0.00856803
1662925926350305792,-0.499913,-2.36705,1.4787,0.648393,-0.756035,0.0178377,0.087631,-0.182973,0.206768,-0.187579,-0.000948616,0.00113151,-0.00262943,0.100433,0.0895429,-0.00824246
1662925926360305664,-0.50174,-2.36496,1.47683,0.647622,-0.756803,0.0190474,0.0864464,-0.182289,0.210579,-0.186172,-0.000948799,0.0011316,-0.00262985,0.100364,0.0895373,-0.00791401
1662925926370305792,-0.503561,-2.36283,1.47498,0.646983,-0.757452,0.0202247,0.0852648,-0.181962,0.215963,-0.184305,-0.00094899,0.00113168,-0.00263026,0.100297,0.089534,-0.00758291
1662925926380305664,-0.50538,-2.36064,1.47315,0.646445,-0.758012,0.0213661,0.0840882,-0.181782,0.223545,-0.182004,-0.000949189,0.00113176,-0.00263068,0.100234,0.0895331,-0.00724939
1662925926390305792,-0.507198,-2.35835,1.47134,0.645912,-0.758557,0.0224394,0.0829808,-0.181525,0.233366,-0.179462,-0.000949397,0.00113185,-0.0026311,0.100174,0.0895349,-0.0069136
1662925926400305664,-0.509011,-2.35597,1.46956,0.645305,-0.759155,0.0234446,0.0819508,-0.180934,0.244291,-0.176697,-0.000949612,0.00113193,-0.00263152,0.100118,0.089539,-0.00657572
1662925926410305792,-0.510817,-2.35347,1.46781,0.644605,-0.759821,0.0244268,0.0809936,-0.179961,0.254588,-0.173244,-0.000949836,0.00113201,-0.00263194,0.100066,0.0895454,-0.00623569
1662925926420305664,-0.512613,-2.35088,1.4661,0.643857,-0.760517,0.0253786,0.0801171,-0.179287,0.263813,-0.169115,-0.000950067,0.00113209,-0.00263236,0.100019,0.0895534,-0.00589319
1662925926430305792,-0.514407,-2.3482,1.46443,0.643092,-0.761215,0.0262926,0.079326,-0.179447,0.271962,-0.164648,-0.000950307,0.00113217,-0.00263278,0.0999762,0.0895626,-0.00554797
1662925926440305664,-0.516208,-2.34545,1.46281,0.642315,-0.761917,0.0272021,0.078573,-0.180586,0.278412,-0.160387,-0.000950554,0.00113225,-0.00263321,0.0999387,0.0895726,-0.00519975
1662925926450305792,-0.518026,-2.34264,1.46122,0.64154,-0.762613,0.0281173,0.0778301,-0.183043,0.282617,-0.156186,-0.00095081,0.00113233,-0.00263364,0.0999062,0.089583,-0.00484836
1662925926460305664,-0.519873,-2.3398,1.45968,0.640792,-0.763275,0.0289619,0.0771848,-0.186453,0.28488,-0.1519,-0.000951075,0.00113241,-0.00263407,0.0998781,0.0895944,-0.0044939
1662925926470305792,-0.521758,-2.33695,1.45819,0.640142,-0.763849,0.0297164,0.0766132,-0.190532,0.286255,-0.147678,-0.000951348,0.00113248,-0.00263449,0.0998534,0.0896072,-0.00413659
1662925926480305664,-0.523685,-2.33408,1.45673,0.639642,-0.764297,0.030454,0.0760297,-0.194683,0.288376,-0.143816,-0.00095163,0.00113256,-0.00263492,0.0998313,0.0896222,-0.0037767
1662925926490305536,-0.525652,-2.33118,1.45531,0.639271,-0.764637,0.0311916,0.0754232,-0.198908,0.29181,-0.139731,-0.000951921,0.00113264,-0.00263535,0.0998112,0.0896399,-0.00341461
1662925926500305664,-0.527664,-2.32824,1.45394,0.638964,-0.764923,0.0319591,0.0748138,-0.203489,0.296318,-0.134807,-0.000952222,0.00113271,-0.00263578,0.0997922,0.0896607,-0.00305107
1662925926510305536,-0.529721,-2.32525,1.45262,0.638652,-0.765208,0.0327289,0.0742252,-0.207721,0.300723,-0.12913,-0.000952533,0.00113278,-0.0026362,0.0997738,0.0896851,-0.00268717
1662925926520305664,-0.531814,-2.32223,1.45136,0.638333,-0.765495,0.0334777,0.0736672,-0.210932,0.303939,-0.122449,-0.000952854,0.00113286,-0.00263663,0.0997557,0.0897136,-0.00232397
1662925926530305536,-0.53394,-2.31917,1.45018,0.638039,-0.765756,0.0342289,0.0731559,-0.21432,0.30612,-0.114869,-0.000953184,0.00113293,-0.00263706,0.0997375,0.0897466,-0.00196252
1662925926540305664,-0.536099,-2.31611,1.44907,0.637825,-0.765946,0.0349956,0.0726681,-0.217574,0.307048,-0.107202,-0.000953523,0.001133,-0.00263749,0.0997187,0.0897844,-0.00160379
1662925926550305536,-0.538292,-2.31303,1.44803,0.637694,-0.766061,0.0357327,0.0722502,-0.221089,0.307533,-0.0994683,-0.000953869,0.00113307,-0.00263792,0.0996989,0.0898272,-0.00124838
1662925926560305664,-0.540522,-2.30996,1.44708,0.637637,-0.766108,0.0364551,0.0719022,-0.225149,0.307338,-0.0921717,-0.000954223,0.00113314,-0.00263835,0.0996779,0.0898753,-0.000896741
1662925926570305536,-0.542794,-2.30688,1.44619,0.637677,-0.766068,0.0371437,0.071609,-0.229276,0.306769,-0.0851192,-0.000954584,0.0011332,-0.00263878,0.0996556,0.089929,-0.000549439
1662925926580305664,-0.545106,-2.30381,1.44538,0.637882,-0.765889,0.0378061,0.0713566,-0.233114,0.307017,-0.0778875,-0.000954952,0.00113327,-0.00263921,0.099632,0.0899884,-0.000207022
1662925926590305536,-0.547453,-2.30073,1.44464,0.638243,-0.765576,0.0384405,0.07114,-0.236283,0.309205,-0.0704893,-0.000955326,0.00113333,-0.00263965,0.099607,0.0900538,0.00013006
1662925926600305664,-0.549827,-2.29762,1.44397,0.638704,-0.765179,0.0390976,0.0709196,-0.238264,0.313126,-0.0629442,-0.000955706,0.00113339,-0.00264008,0.099581,0.0901253,0.000461393
1662925926610305536,-0.552212,-2.29446,1.44338,0.639195,-0.76475,0.0397386,0.0707723,-0.2385,0.318404,-0.054768,-0.000956093,0.00113344,-0.00264051,0.0995542,0.0902029,0.000786519
1662925926620305664,-0.55459,-2.29125,1.44288,0.639693,-0.764305,0.0403581,0.0707197,-0.236861,0.324679,-0.0462266,-0.000956485,0.0011335,-0.00264095,0.0995273,0.0902865,0.00110498
1662925926630305536,-0.556948,-2.28796,1.44246,0.640187,-0.763855,0.0410339,0.0707243,-0.234655,0.331569,-0.037683,-0.000956884,0.00113355,-0.00264138,0.0995011,0.0903761,0.00141631
1662925926640305408,-0.559285,-2.28461,1.44213,0.640672,-0.763406,0.0417777,0.0707539,-0.232754,0.339147,-0.0293396,-0.000957288,0.00113359,-0.00264182,0.099476,0.0904717,0.00172018
1662925926650305536,-0.561604,-2.28118,1.44187,0.641131,-0.762968,0.0425577,0.0708521,-0.230948,0.346752,-0.0211325,-0.000957696,0.00113364,-0.00264226,0.0994529,0.0905727,0.00201646
1662925926660305408,-0.563909,-2.27767,1.4417,0.641546,-0.762557,0.0433898,0.0710109,-0.230175,0.353321,-0.0133829,-0.000958109,0.00113368,-0.0026427,0.0994324,0.0906786,0.00230519
1662925926670305536,-0.566213,-2.27411,1.44161,0.64196,-0.76214,0.0442996,0.071186,-0.230754,0.358303,-0.00598303,-0.000958526,0.00113371,-0.00264313,0.0994154,0.0907886,0.00258639
1662925926680305408,-0.568529,-2.27051,1.44158,0.642411,-0.761689,0.0452608,0.0713371,-0.232266,0.361668,0.00135325,-0.000958948,0.00113374,-0.00264357,0.0994028,0.0909021,0.00286006
1662925926690305536,-0.570862,-2.26688,1.44164,0.642922,-0.761187,0.0462393,0.0714727,-0.233956,0.364075,0.00908114,-0.000959374,0.00113377,-0.00264401,0.0993954,0.0910185,0.00312622
1662925926700305408,-0.573209,-2.26322,1.44177,0.643517,-0.760616,0.0472242,0.0715454,-0.23517,0.366608,0.0170921,-0.000959803,0.00113378,-0.00264445,0.0993938,0.0911367,0.0033852
1662925926710305536,-0.575567,-2.25954,1.44198,0.644205,-0.759969,0.0482684,0.0715305,-0.236026,0.369984,0.0254208,-0.000960234,0.0011338,-0.00264489,0.0993981,0.091256,0.00363771
1662925926720305408,-0.577931,-2.25581,1.44228,0.644982,-0.759246,0.0493758,0.0714479,-0.236274,0.375804,0.0336839,-0.000960668,0.00113381,-0.00264533,0.0994086,0.0913752,0.00388463
